name,capacity,address,start_up_date,region,district,operator_name,ICO,operator_address,operator license,operator_region,operator_district,cadastre_area,cadastre_code,cadastre_municipal,cadastre_demarcation
,,,,,,,,,,,,Třemošná,770698,Třemošná,p.č. 1390/2
,,,,,,,,,,,,Svitavy-předměstí,760960,Svitavy,St. 3291
,,,,,,,,,,,,Hanušovice,637203,Hanušovice,St. 195
,,,,,,,,,,,,Horčápsko,641944,Horčápsko,p.č. 361
,,,,,,,,,,,,Škvorec,762733,Škvorec,St. 510
,,,,,,,,,,,,Tábor,764701,Tábor,969
,,,,,,,,,,,,Lomnice nad Popelkou,686751,Lomnice nad Popelkou,St. 2601; St. 2602
,,,,,,,,,,,,Pardubice,717657,Pardubice,St. 394/1
,,,,,,,,,,,,Stod,755516,Stod,p.č.st. 1275
,,,,,,,,,,,,Sokolnice,752193,Sokolnice,p.č. 2811/1
,,,,,,,,,,,,Uhlířské Janovice,773212,Uhlířské Janovice,814/2
,,,,,,,,,,,,Chrást u Plzně,653781,Chrást,par.č. 1512
,,,,,,,,,,,,Hostavice,731722,Praha,421/2
,,,,,,,,,,,,Racková,737283,Racková,St. 288
,,,,,,,,,,,,Sedlovice,689793,Němčice,"par. č. st. 19/1,19/2"
,,,,,,,,,,,,Žirovnice,797154,Žirovnice,"St. 159/3, 159/4, 164"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Červený Hrádek u Plzně,621081,Plzeň,par. č. 355/94
,,,,,,,,,,,,Prostějov,733491,Prostějov,7472/4
,,,,,,,,,,,,Struhařov u Benešova,757071,Struhařov,St. 70
,,,,,,,,,,,,Hloubětín,731234,Praha,2358
,,,,,,,,,,,,Mladá Boleslav,696293,Mladá Boleslav,St. 6078
,,,,,,,,,,,,Horní Lomany,634654,Františkovy Lázně,p.č. st. 235
,,,,,,,,,,,,Mikulov na Moravě,694193,Mikulov,3227/40
,,,,,,,,,,,,Soběslav,751707,Soběslav,"P.č. 1292/2, 1295/2"
,,,,,,,,,,,,Hlučín,639711,Hlučín,851/6
,,,,,,,,,,,,Bučovice,615161,Bučovice,1911
,,,,,,,,,,,,Sudoměř,758795,Sudoměř,St. 15/2
,,,,,,,,,,,,Chodov,728225,Praha,394/9
,,,,,,,,,,,,Rajhrad,738921,Rajhrad,p.č. 690/3
,,,,,,,,,,,,Přepeře u Turnova,734683,Přepeře,"St. 282, 283, 284, 285, 436"
,,,,,,,,,,,,Benešov u Prahy,602191,Benešov,470
,,,,,,,,,,,,Napajedla,701572,Napajedla,St. 2241
,,,,,,,,,,,,Tišnov,767379,Tišnov,st . 725
,,,,,,,,,,,,Dolní Rokytnice,740900,Rokytnice nad Jizerou,St. 1167
,,,,,,,,,,,,Dolní Němčí,629839,Dolní Němčí,St. 957
,,,,,,,,,,,,Lochenice,686417,Lochenice,St.253
,,,,,,,,,,,,Velká nad Veličkou,778583,Velká nad Veličkou,par.č. 824/2
,,,,,,,,,,,,Židenice,611115,Brno,2973
,,,,,,,,,,,,Krásnice,746916,Praskačka,St. 14/1
,,,,,,,,,,,,Klatovy,665797,Klatovy,St. 3112
,,,,,,,,,,,,Most II,699594,Most,1265
,,,,,,,,,,,,Božejov,608777,Božejov,St. 65
,,,,,,,,,,,,Příšov,679640,Příšov,st. 146
,,,,,,,,,,,,Krmelín,674508,Krmelín,par.č. 247/5
,,,,,,,,,,,,Domažlice,630853,Domažlice,par.č. st. 3322
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Žebrák,795712,Žebrák,St. 515
,,,,,,,,,,,,Černov,620521,Černov,St. 34/2
,,,,,,,,,,,,Žabovřesky,610470,Brno,4890/3
,,,,,,,,,,,,Líšeň,612405,Brno,5200/7
,,,,,,,,,,,,Horka u Chrudimi,641987,Horka,St. 165
,,,,,,,,,,,,Mistrovice nad Orlicí,696064,Mistrovice,St. 288
,,,,,,,,,,,,Strání,756113,Strání,st. 1415
,,,,,,,,,,,,Újezd,722685,Plzeň,par. č. 6/43
,,,,,,,,,,,,Ostrožská Lhota,716171,Ostrožská Lhota,parc. č. 290/11
,,,,,,,,,,,,Vlkov u Jaroměře,784079,Vlkov,St. 69
,,,,,,,,,,,,Pohoří u Dobrušky,724939,Pohoří,932
,,,,,,,,,,,,Rýmařov,744468,Rýmařov,parc.č. 1247; 1250/1; 1251/1
,,,,,,,,,,,,Vrábče,785105,Vrábče,St. 500
,,,,,,,,,,,,České Vrbné,622729,České Budějovice,201/65
,,,,,,,,,,,,Havraň,638021,Havraň,95/5
,,,,,,,,,,,,Šenov u Nového Jičína,707546,Šenov u Nového Jičína,110/3
,,,,,,,,,,,,Červený Hrádek u Plzně,621081,Plzeň,p.č. 370/2
,,,,,,,,,,,,Radonice u Milavčí,738255,Milavče,parc.č.792/1
,,,,,,,,,,,,Horní Dunajovice,642860,Horní Dunajovice,parc. č. 149/2
,,,,,,,,,,,,Vysoké Veselí,788350,Vysoké Veselí,"p.č. 306/4,306/7"
,,,,,,,,,,,,Hrušovany nad Jevišovkou,648809,Hrušovany nad Jevišovkou,4410/1
,,,,,,,,,,,,Svitavy-předměstí,760960,Svitavy,St. 16/1
,,,,,,,,,,,,Lovosice,687707,Lovosice,p.č. 1857/5
,,,,,,,,,,,,Čejkovice u Jičína,723738,Podhradí,St. 44
,,,,,,,,,,,,Kuřim,677655,Kuřim,4527
,,,,,,,,,,,,Mladý Smolivec,697192,Mladý Smolivec,St. 52
,,,,,,,,,,,,Pohořílky u Kujav,676977,Fulnek,St. 14
,,,,,,,,,,,,Vlkoš u Kyjova,784036,Vlkoš,p.č. 976
,,,,,,,,,,,,Příšov,679640,Příšov,st. 8
,,,,,,,,,,,,Kamenný Újezd u Rokycan,662968,Kamenný Újezd,St. 548
,,,,,,,,,,,,Slavkov u Brna,750301,Slavkov u Brna,2743/4
,,,,,,,,,,,,Horosedly u Čkyně,624241,Čkyně,p.č. 29
,,,,,,,,,,,,Lukavec u Pacova,688771,Lukavec,St. 490
,,,,,,,,,,,,Budeč,615218,Budeč,par. č. st. 58
,,,,,,,,,,,,Čistěves,624012,Čistěves,St. 66
,,,,,,,,,,,,Vísky,768545,Vísky,St. 2/2
,,,,,,,,,,,,Chlístov u Hořiček,645290,Hořičky,St. 97
,,,,,,,,,,,,Nesovice,703745,Nesovice,St. 230
,,,,,,,,,,,,Řeporyje,745251,Praha,p.č. 1376/247
,,,,,,,,,,,,Velký Třebešov,779776,Velký Třebešov,"p.č. 306/14,15,32,114,115,"
,,,,,,,,,,,,Uherský Brod,772984,Uherský Brod,St. 5444
,,,,,,,,,,,,Letovice,680711,,p.č. 1636
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Řepov,745286,Řepov,par.č.st. 278
,,,,,,,,,,,,Drozdov v Čechách,632601,Drozdov,p.č. 226
,,,,,,,,,,,,Chelčice,651117,Chelčice,St. 1/2
,,,,,,,,,,,,Lavičky,679232,Lavičky,p.č. 228
,,,,,,,,,,,,Poříčany,725986,Poříčany,655/11
,,,,,,,,,,,,Slezské Předměstí,646971,Hradec Králové,St. 3083
,,,,,,,,,,,,Předmostí,734977,Přerov,St. 928
,,,,,,,,,,,,Obřany,612553,,p.č. 349
,,,,,,,,,,,,Štítná nad Vláří,763942,Štítná nad Vláří-Popov,St. 586/1
,,,,,,,,,,,,Opočno pod Orlickými horami,711951,Opočno,1307/18
,,,,,,,,,,,,Tukleky u Oslova,713244,Oslov,St. 66
,,,,,,,,,,,,Místek,634824,Frýdek-Místek,parc.č. 3484/3; 3490/1
,,,,,,,,,,,,Mnichovo Hradiště,697575,Mnichovo Hradiště,1421/3
,,,,,,,,,,,,Staré Sedlo u Sokolova,754722,,p.č. 539/7
,,,,,,,,,,,,Valtice,776696,Valtice,parc. č. 1925/4
,,,,,,,,,,,,Bosonohy,608505,Brno,2227/123
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Frýdek,634956,Frýdek-Místek,5895/24
,,,,,,,,,,,,Plzeň,721981,Plzeň,par.č. 2343/58
,,,,,,,,,,,,Kerhartice,664791,Česká Kamenice,st. 226-229;
,,,,,,,,,,,,Mysločovice,700703,Mysločovice,"St. 263,268"
,,,,,,,,,,,,Řísnice,749940,Načeradec,St. 1
,,,,,,,,,,,,Stodůlky,755541,Praha,p.č. 1456/23
,,,,,,,,,,,,Křtěnov u Olešnice,676691,Křtěnov,p.č. st. 106
,,,,,,,,,,,,Hranice u Nových Hradů,647888,Hranice,par. č. 181
,,,,,,,,,,,,Točná,652407,Praha,604/2
,,,,,,,,,,,,Hrušovany u Brna,648833,Hrušovany u Brna,par.č. 577/2
,,,,,,,,,,,,Velké Pavlovice,779245,Velké Pavlovice,177
,,,,,,,,,,,,Holýšov,641553,Holýšov,st.p.č. 1632
,,,,,,,,,,,,Hřivice,649147,Hřivice,St. 206/1; St. 206/2
,,,,,,,,,,,,Křenovice u Slavkova,675881,Křenovice,158/4
,,,,,,,,,,,,Tuřice,771856,Tuřice,St. 54
,,,,,,,,,,,,Moravská Třebová,698806,Moravská Třebová,"p.č. 79/1, 79/2"
,,,,,,,,,,,,České Budějovice 7,622486,České Budějovice,3841/2
,,,,,,,,,,,,Podvihov,724637,Opava,St. 234
,,,,,,,,,,,,Nýrsko,708453,Nýrsko,St. 1330
,,,,,,,,,,,,Petřkovice u Ostravy,720470,Ostrava,1894/7
,,,,,,,,,,,,Loštice,686883,Loštice,1291
,,,,,,,,,,,,Moravany u Brna,698504,Moravany,662/626
,,,,,,,,,,,,Lednice na Moravě,679828,Lednice,"parc. č. 1550/1,1560/32,1564"
,,,,,,,,,,,,Doudlevce,722464,Plzeň,parc.č. 522/6
,,,,,,,,,,,,Jindřichův Hradec,660523,Jindřichův Hradec,parc. č. 3890/260
,,,,,,,,,,,,Nový Hradec Králové,647187,Hradec Králové,St. 649/23
,,,,,,,,,,,,Úšovice,691607,Mariánské Lázně,St. 2256
,,,,,,,,,,,,Rožmitál pod Třemšínem,742848,Rožmitál pod Třemšínem,St. 987
,,,,,,,,,,,,Hroubovice,648477,Hroubovice,St. 97/1
,,,,,,,,,,,,Divišov u Benešova,626261,Divišov,1117/45
,,,,,,,,,,,,Lipoltice,684333,Lipoltice,St. 75
,,,,,,,,,,,,Křenov u Kájova,662046,Křenov,parc.č. 96/1-3; 95/1
,,,,,,,,,,,,Věchnov,777544,Věchnov,St. 124
,,,,,,,,,,,,Nové Veselí,706833,Nové Veselí,955
,,,,,,,,,,,,Roupov,741892,Roupov,St. 82/1
,,,,,,,,,,,,Strážov na Šumavě,756806,Strážov,St. 288/1
,,,,,,,,,,,,Znojmo-Louka,793574,Znojmo,parc. č. 304/70
,,,,,,,,,,,,Dolní Čermná,628883,Dolní Čermná,St. 1080
,,,,,,,,,,,,Tišnov,767379,Tišnov,St. 1779
,,,,,,,,,,,,Zálezly,777731,Velemyšleves,par. č. st. 43
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Vejprnice,777552,Vejprnice,1197/43
,,,,,,,,,,,,Brandýs nad Labem,609048,Brandýs n.L.-Stará Boleslav,st. 690
,,,,,,,,,,,,Sviny,760901,Sviny,St. 215
,,,,,,,,,,,,Březí u Kovářova,671398,Kovářov,St.18
,,,,,,,,,,,,Zbýšov u Oslavan,792110,Zbýšov,1232
,,,,,,,,,,,,Děčín,624926,Děčín,parc.č. 2470/2
,,,,,,,,,,,,Domažlice,630853,Domažlice,St. 2854
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Blažim nad Vltavou,605531,Neveklov,St. 54/1
,,,,,,,,,,,,Třebom,770205,Třebom,par. č. 342/2
,,,,,,,,,,,,Opava-Předměstí,711578,Opava,par. č. 1776/10
,,,,,,,,,,,,Pražské Předměstí,647101,Hradec Králové,St. 1440
,,,,,,,,,,,,Studánka u Tachova,758175,Studánka,St. 221
,,,,,,,,,,,,Přímětice,736121,Znojmo,St. 810
,,,,,,,,,,,,Hoštejn,646156,Hoštejn,St. 99
,,,,,,,,,,,,Chudenice,654612,Chudenice,"par.č.st. 434/1, 434/2, 398"
,,,,,,,,,,,,Beranova Lhota,658049,Chotoviny,St. 1
,,,,,,,,,,,,Jičín,659541,Jičín,St. 3954
,,,,,,,,,,,,Svatava,760021,Svatava,č.p. 633/34
,,,,,,,,,,,,Prachatice,732630,Prachatice,"p.č. 1135, 1329"
,,,,,,,,,,,,Nepomuk,703478,Nepomuk,St. 192
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Vimperk,782084,Vimperk,parc.č. 1974/8
,,,,,,,,,,,,Zábrodí,789364,Zábrodí,par. č. st. 31
,,,,,,,,,,,,Libčeves,681776,Libčeves,St. 136
,,,,,,,,,,,,Bělčice,601870,Bělčice,PK 1075/2
,,,,,,,,,,,,Žamberk,794368,Žamberk,"St. 2336/59,66"
,,,,,,,,,,,,Dohalice,628166,Sadová,St. 177
,,,,,,,,,,,,Zbraslav,791733,Praha,2552
,,,,,,,,,,,,Březová u Hořovic,614602,Březová,St. 182
,,,,,,,,,,,,Kroměříž,674834,Kroměříž,St. 6233
,,,,,,,,,,,,Rychnov nad Kněžnou,744107,Rychnov nad Kněžnou,par.č. 3415
,,,,,,,,,,,,Heroltice u Štítů,638439,Štíty,St. 34
,,,,,,,,,,,,Kakejcov,693502,Kakejcov,St. 39
,,,,,,,,,,,,Popovice nad Rokytnou,657514,Jaroměřice nad Rokytnou,438
,,,,,,,,,,,,Tábor,764701,Tábor,p.č. 5639/72
,,,,,,,,,,,,Otovice u Karlových Var,716596,Otovice,"St. 96/5, 96/7"
,,,,,,,,,,,,Kobylice,732869,Kobylice,St. 13
,,,,,,,,,,,,Suchohrdly u Znojma,759228,Suchohrdly,parc.č. 713/45
,,,,,,,,,,,,Dubňany,633585,Dubňany,"3298/1, 3290/4"
,,,,,,,,,,,,Králíky,672556,Králíky,par. č. st. 402/1
,,,,,,,,,,,,Ústí nad Labem,774871,Ústí nad Labem,St. 1065/4
,,,,,,,,,,,,Stráž pod Ralskem,756466,Stráž pod Ralskem,par.č.st. 1004
,,,,,,,,,,,,Vrchoviny,786527,Nové Město nad Metují,St. 257
,,,,,,,,,,,,Drásov,632104,Drásov,445/1
,,,,,,,,,,,,Dobřany,627615,Dobřany,St. 728
,,,,,,,,,,,,Borovany,607746,Borovany,St. 78
,,,,,,,,,,,,Doloplazy u Olomouce,630501,Doloplazy,1165
,,,,,,,,,,,,Čeladná,619116,Čeladná,St. 579
,,,,,,,,,,,,Střítež u Jihlavy,757918,Střítež,St. 354; St. 355
,,,,,,,,,,,,Strančice,756067,Strančice,St. 837
,,,,,,,,,,,,Pozlovice,726885,Pozlovice,p.č. 2307
,,,,,,,,,,,,Ohrazenice,709328,Pardubice,par. č. st. 89
,,,,,,,,,,,,Boršice u Blatnice,607975,Boršice u Blatnice,St. 303
,,,,,,,,,,,,Druztová,632708,Druztová,152/12
,,,,,,,,,,,,Žďár u Blovic,795569,Ždírec,st. 207
,,,,,,,,,,,,Loučná,647403,Hrádek nad Nisou,537
,,,,,,,,,,,,Polom u Hranic,725536,Polom,"par.č. 139/1,2 627/1,2,3,6"
,,,,,,,,,,,,Šitbořice,762687,Šitbořice,1149/1
,,,,,,,,,,,,Hosty,646016,Hosty,"parc. č. 1868/3, 1869/13,14"
,,,,,,,,,,,,Krásno nad Bečvou,776432,Valašské Meziříčí,St. 2725/1
,,,,,,,,,,,,Dobřany,627615,Dobřany,st. 697
,,,,,,,,,,,,Teplice,766003,Teplice,par. č. 2602/34
,,,,,,,,,,,,Lázně Bohdaneč,606171,Lázně Bohdaneč,829/112
,,,,,,,,,,,,Klokoty,666513,Tábor,par.č. 45/1
,,,,,,,,,,,,Záchlumí u Stříbra,790290,Záchlumí,St. 123
,,,,,,,,,,,,Kolovraty,668591,Praha,657
,,,,,,,,,,,,Daměnice,624641,Načeradec,par. č. st. 30/1
,,,,,,,,,,,,Rohozec u Žehušic,694100,Rohozec,St. 86
,,,,,,,,,,,,Kouty u Poděbrad,671266,Kouty,parc.č. 100/51
,,,,,,,,,,,,Vrahovice,785237,Prostějov,St. 640
,,,,,,,,,,,,Hřídelec,679313,Lázně Bělohrad,St. 5
,,,,,,,,,,,,Luka pod Medníkem,688754,Jílové u Prahy,par. č. st. 685
,,,,,,,,,,,,Běšiny,603317,Běšiny,St. 147
,,,,,,,,,,,,Krasavce,629707,Dolní Lukavice,St. 48/3
,,,,,,,,,,,,Kunštát na Moravě,677434,Kunštát,p.č. 1289
,,,,,,,,,,,,Vlachovo Březí,783293,Vlachovo Březí,St. 1016
,,,,,,,,,,,,Dukovany,633810,Dukovany,st. 168
,,,,,,,,,,,,Dymokury,634247,Dymokury,St. 129/3
,,,,,,,,,,,,Liběšice u Žatce,682624,Liběšice,par.č.st. 75/1
,,,,,,,,,,,,Strunkovice nad Volyňkou,757179,Strunkovice nad Volyňkou,st. 18
,,,,,,,,,,,,Boskovice,608327,Boskovice,4415/57
,,,,,,,,,,,,Maršov u Krupky,675300,Krupka,St. 276; St. 277; St. 278
,,,,,,,,,,,,Víckovice,620891,Třebětín,"par.č. 47,48"
,,,,,,,,,,,,Srubec,753131,Srubec,parc. č. 272/6
,,,,,,,,,,,,Hrušov nad Jizerou,648736,Hrušov,St. 159
,,,,,,,,,,,,Jaroměřice,657484,Jaroměřice,St. 209/1
,,,,,,,,,,,,Dolní Nětčice,629863,Dolní Nětčice,par. č. 147/2
,,,,,,,,,,,,Kozly u Loun,671827,,p.č. 83
,,,,,,,,,,,,Pelhřimov,718912,Pelhřimov,3099/27
,,,,,,,,,,,,Střelice u Brna,757438,Střelice,parc. č. 7435
,,,,,,,,,,,,Znojmo-město,793418,Znojmo,parc. č. 2695/9
,,,,,,,,,,,,Vilantice,781878,Vilantice,"par.č.st. 167/1,2,3,"
,,,,,,,,,,,,Vilémov u Litovle,782009,Vilémov,St. 48
,,,,,,,,,,,,Chlebičov,651141,,p.č. 152/2
,,,,,,,,,,,,Rýmařov,744468,Rýmařov,2426
,,,,,,,,,,,,Zábřeh na Moravě,789429,Zábřeh,2240
,,,,,,,,,,,,Smilov u Štoků,751006,Štoky,St. 75
,,,,,,,,,,,,Slavětín nad Ohří,749991,Slavětín nad Ohří,parc. č. 381/46
,,,,,,,,,,,,Trnová u Plzně,768391,Trnová,St. 236
,,,,,,,,,,,,Březinky,614181,Březinky,85/3
,,,,,,,,,,,,Medlešice,692573,Chrudim,St. 281
,,,,,,,,,,,,Havřice,638064,Uherský Brod,p.č. 98
,,,,,,,,,,,,Šenov u Nového Jičína,707546,Šenov u Nového Jičína,103/8
,,,,,,,,,,,,Pržno,734055,Pržno,827/30
,,,,,,,,,,,,Nedomice,717100,Nedomice,parc.č. 826/6; 826/14
,,,,,,,,,,,,Sázava u Lanškrouna,746223,Sázava u Lanškrouna,č.p. 201
,,,,,,,,,,,,Hostomice pod Brdy,645885,Hostomice,"p.č. 1217/5,7"
,,,,,,,,,,,,Štěnovice,763349,Štěnovice,787/36
,,,,,,,,,,,,Kutrovice,678031,Kutrovice,St. 53/1
,,,,,,,,,,,,Svržno,645974,Hostouň,St. 81
,,,,,,,,,,,,Řepiště,745197,Řepiště,parc. č. 537
,,,,,,,,,,,,Soběslav,751707,Soběslav,"p.č. 683/47, 683/93"
,,,,,,,,,,,,Vrchlabí,786306,Vrchlabí,St. 2462
,,,,,,,,,,,,Topol,667641,Chrudim,St. 63/2
,,,,,,,,,,,,Zahořany u Litoměřic,789941,Křešice,274
,,,,,,,,,,,,Plzeň,721981,Plzeň,3244
,,,,,,,,,,,,Vlčí Hora,783714,Krásná Lípa,St. 164
,,,,,,,,,,,,Svatá Kateřina u Rozvadova,742601,Rozvadov,"p.č. 547/3,602/6,651/1"
,,,,,,,,,,,,Tajanov u Tupadel,771511,Klatovy,p.č. 286/1
,,,,,,,,,,,,Horšovský Týn,644871,Horšovský Týn,par.č. 105/12
,,,,,,,,,,,,Černošín,620408,Černošín,par.č.st. 86
,,,,,,,,,,,,Horní Litvínov,686042,Litvínov,par. č. 153
,,,,,,,,,,,,Daliměřice,771627,Turnov,St. 874
,,,,,,,,,,,,České Budějovice 6,622346,České Budějovice,349/2
,,,,,,,,,,,,Horní Jirčany,658600,Jesenice,st.p.č. 328
,,,,,,,,,,,,Dolní Měcholupy,732541,Praha,672/61
,,,,,,,,,,,,Kamení,719161,Pěnčín,St. 21
,,,,,,,,,,,,Vřesce,786667,Ratibořské Hory,St. 29/1
,,,,,,,,,,,,Štramberk,764116,Štramberk,par.č. 2587/2
,,,,,,,,,,,,Nekmíř,702714,Nekmíř,St. 217
,,,,,,,,,,,,Jiřice u Humpolce,661040,Jiřice,st. 39/1
,,,,,,,,,,,,Hřibojedy,648990,Hřibojedy,St. 130
,,,,,,,,,,,,Chodov u Domažlic,652130,Chodov,St. 86/1
,,,,,,,,,,,,Podvihov,724637,Opava,St.46/2
,,,,,,,,,,,,Sázava u Žďáru nad Sázavou,746266,Sázava,St. 398
,,,,,,,,,,,,Češnovice,721093,Pištín,st.p.č. 47/1
,,,,,,,,,,,,Kácov,661635,Kácov,St. 113
,,,,,,,,,,,,Strašnov,756300,Strašnov,St. 3
,,,,,,,,,,,,Bdín,601225,Bdín,st.p.č. 23
,,,,,,,,,,,,Kožlany,672068,,"p.č. 131/1,131/3"
,,,,,,,,,,,,Stará Ves nad Ondřejnicí,753947,Stará Ves nad Ondřejnicí,885/33
,,,,,,,,,,,,Dobromilice,627364,Dobromilice,par.č.st. 343
,,,,,,,,,,,,Chocenická Lhota,652008,Chocenice,St. 19/1
,,,,,,,,,,,,Lukov u Moravských Budějovic,688983,Lukov,103/3
,,,,,,,,,,,,Horní Hynčina,724661,Pohledy," 1874,932/1,1008/2"
,,,,,,,,,,,,Vejprnice,777552,Vejprnice,par.č. 329/1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Těšetice u Olomouce,766704,Těšetice,par. č. st. 278
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Hubojedy,696871,Mladějov,St. 29
,,,,,,,,,,,,Kvítkovice u Otrokovic,716766,Otrokovice,St. 500
,,,,,,,,,,,,Tábor,764701,Tábor,5562/2
,,,,,,,,,,,,Kylešovice,711811,Opava,248/7
,,,,,,,,,,,,Geršov,716529,Otín,St. 83
,,,,,,,,,,,,Chrást u Plzně,653781,Chrást,par. č. 1144/2
,,,,,,,,,,,,Dolní Holetín,641120,Holetín,St. 473
,,,,,,,,,,,,Dolní Ves,635341,Fryšták,p.č. 139/15
,,,,,,,,,,,,Ludgeřovice,688410,Ludgeřovice,3080/29
,,,,,,,,,,,,Litice u Plzně,722740,Plzeň,St. 282/2
,,,,,,,,,,,,Dobronice u Chýnova,627399,Chýnov,"St. 82/1, St. 82/2"
,,,,,,,,,,,,Krumvíř,675211,Krumvíř,par. č. st. 693
,,,,,,,,,,,,Kostelany nad Moravou,670031,Kostelany nad Moravou,p.č. st. 420
,,,,,,,,,,,,České Budějovice 6,622346,České Budějovice,1325
,,,,,,,,,,,,Březolupy,614599,Březolupy,St. 139/1
,,,,,,,,,,,,Napajedla,701572,Napajedla,parc.č. 1200/14; 1200/27
,,,,,,,,,,,,Kloboučky,666394,Bučovice,St. 215
,,,,,,,,,,,,Velké Hoštice,778826,Velké Hoštice,par. č. 42/4
,,,,,,,,,,,,Jinočany,660744,Jinočany,parc.č. 46/3
,,,,,,,,,,,,Kostice,670588,Kostice,p.č. 118/22
,,,,,,,,,,,,Teplýšovice,766429,Teplýšovice,St. 90/1
,,,,,,,,,,,,Zachrašťany,790338,Zachrašťany,"St. 150/1, St. 150/2"
,,,,,,,,,,,,Valašské Meziříčí-město,776360,Valašské Meziříčí,2067/8
,,,,,,,,,,,,Lysá nad Labem,689505,Lysá nad Labem,St. 2724
,,,,,,,,,,,,Zlín,635561,Zlín,par.č.st. 4617/1
,,,,,,,,,,,,Oldřichov u Duchcova,658341,Jeníkov,par. č. st. 356
,,,,,,,,,,,,Krátošice,674176,Krátošice,parc.č. 292; 289/12
,,,,,,,,,,,,Plzeň,721981,Plzeň,par. č. 12005
,,,,,,,,,,,,Strakonice,755915,Strakonice,p.č. 843/1
,,,,,,,,,,,,Trhanov,768065,Trhanov,St. 634
,,,,,,,,,,,,Česká Ves v Podještědí,656208,Jablonné v Podještědí,St. 35/2
,,,,,,,,,,,,Stříbro,757837,Stříbro,par.č.st. 815
,,,,,,,,,,,,Bohuslavice nad Metují,606464,Bohuslavice,parc. č.462/2
,,,,,,,,,,,,Podmokly,625141,Děčín,59
,,,,,,,,,,,,Klatovy,665797,Klatovy,St. 4964
,,,,,,,,,,,,Strání,756113,Strání,St. 1382
,,,,,,,,,,,,Roštín,741507,Roštín,St. 213/2
,,,,,,,,,,,,Skyřice,749206,Most,St. 74
,,,,,,,,,,,,Růžodol I,682209,Liberec,615
,,,,,,,,,,,,České Budějovice 7,622486,České Budějovice,312
,,,,,,,,,,,,Pardubičky,717835,Pardubice,St. 1575
,,,,,,,,,,,,Tachlovice,764825,Tachlovice,st.p.č. 292
,,,,,,,,,,,,Loučná u Lomu,686590,Lom,par.č.st. 282
,,,,,,,,,,,,Brněnské Ivanovice,612227,Brno,1749/24
,,,,,,,,,,,,Skvrňany,722596,Plzeň,2053/90
,,,,,,,,,,,,Dobrá u Frýdku-Místku,626988,Dobrá,116/1
,,,,,,,,,,,,Bohosudov,675288,Krupka,St. 1149
,,,,,,,,,,,,Nehvizdy,702404,Nehvizdy,St. 693
,,,,,,,,,,,,Domažlice,630853,Domažlice,par.č.st. 346
,,,,,,,,,,,,Líně,683850,Líně,"par.č. 1083/2, 1084/2"
,,,,,,,,,,,,Kamenný Újezd u Nýřan,708470,Nýřany,396/113
,,,,,,,,,,,,Hostivař,732052,Praha,p.č. 2235/15
,,,,,,,,,,,,Dušníky u Rudné,743313,Rudná,"par. č. st. 614,615"
,,,,,,,,,,,,Milínov u Nezvěstic,704466,Milínov,St. 4
,,,,,,,,,,,,Hořičky,645281,Hořičky,St. 171
,,,,,,,,,,,,Blučina,605808,Blučina,1646/3
,,,,,,,,,,,,Jaroměř,657336,Jaroměř,451
,,,,,,,,,,,,Lazce,710598,Olomouc,St. 440
,,,,,,,,,,,,Kuřim,677655,Kuřim,677
,,,,,,,,,,,,Těšov,766828,Uherský Brod,par. č. 92
,,,,,,,,,,,,Vochov,784427,,p.č. 128
,,,,,,,,,,,,Janův Důl u Liberce,682241,Liberec,201/2
,,,,,,,,,,,,Újezd u Boskovic,773875,Újezd u Boskovic,par. č. 70/2; 70/3
,,,,,,,,,,,,Loučná u Lomu,686590,Lom,St. 376
,,,,,,,,,,,,Janov u Nového Boru,750620,Nový Bor,St. 879
,,,,,,,,,,,,Výškovice u Slatiny,749737,Bílovec,St. 1/4
,,,,,,,,,,,,Plzeň,721981,Plzeň,parc. č. 6029
,,,,,,,,,,,,Tvarožná,771970,Tvarožná,par. č. 627/3; 628
,,,,,,,,,,,,Litol,689556,Lysá nad Labem,St. 483/1
,,,,,,,,,,,,Hřibiny,618632,Hřibiny-Ledská,St. 78
,,,,,,,,,,,,Znojmo-město,793418,Znojmo,parc. č. 3563
,,,,,,,,,,,,Krásné Pole,673722,Ostrava,533/8
,,,,,,,,,,,,Prostějov,733491,Prostějov,p.č. 3186
,,,,,,,,,,,,Nové Město na Moravě,706418,Nové Město na Moravě,3431/21
,,,,,,,,,,,,Polička,725358,Polička,"1210/12, 2"
,,,,,,,,,,,,Kydliny,678392,Klatovy,St. 71
,,,,,,,,,,,,Vížky,724025,Lukavice,St. 11/2
,,,,,,,,,,,,Padochov,717371,Oslavany,par. č. 316/1
,,,,,,,,,,,,Prostějov,733491,Prostějov,par.č. 4321/3
,,,,,,,,,,,,Mistřín,760081,Svatobořice-Mistřín,parc.č. 682
,,,,,,,,,,,,Poděbrady,723495,Poděbrady,St. 3289/2
